date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:00:29	59181/59181	---M-Z	200	added ('OK')	application/javascript	etag:%22e72d-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/Utils-CO_u-q6i.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/Utils-CO_u-q6i.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:29	35230/35230	---M-Z	200	added ('OK')	application/javascript	etag:%22899e-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/FormGroup-DgmnNEmf.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/FormGroup-DgmnNEmf.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:30	626/626	---M-Z	200	added ('OK')	application/javascript	etag:%22272-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/InputEventUtils-B1igV03H.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/InputEventUtils-B1igV03H.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:30	1352/1352	---M-Z	200	added ('OK')	application/javascript	etag:%22548-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/FormInput-Dz7L9Tm4.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/FormInput-Dz7L9Tm4.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:31	412/412	---M-Z	200	added ('OK')	application/javascript	etag:%2219c-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/OferteoLogo-CJQFU5jW.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/OferteoLogo-CJQFU5jW.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:31	31907/31907	---M-Z	200	added ('OK')	application/javascript	etag:%227ca3-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/OButton-BCS5n2A5.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/OButton-BCS5n2A5.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:32	27285/27285	---M-Z	200	added ('OK')	application/javascript	etag:%226a95-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/OBadge.vue_vue_type_script_setup_true_lang-Dz0hTOFI.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/OBadge.vue_vue_type_script_setup_true_lang-Dz0hTOFI.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:32	44597/44597	---M-Z	200	added ('OK')	application/javascript	etag:%22ae35-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/PageHeader-CNTFF3Yt.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/PageHeader-CNTFF3Yt.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:33	1606/1606	---M-Z	200	added ('OK')	application/javascript	etag:%22646-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/Rating-BViX-Mib.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/Rating-BViX-Mib.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:33	3098/3098	---M-Z	200	added ('OK')	application/javascript	etag:%22c1a-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/TimePicker-BRb1HOrI.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/TimePicker-BRb1HOrI.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:33	956/956	---M-Z	200	added ('OK')	application/javascript	etag:%223bc-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/AppRouterView.vue_vue_type_script_setup_true_lang-BtCjHj6D.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/AppRouterView.vue_vue_type_script_setup_true_lang-BtCjHj6D.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:34	3451/3451	---M-Z	200	added ('OK')	application/javascript	etag:%22d7b-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/Websocket-BQ0GEnKH.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/Websocket-BQ0GEnKH.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:34	3633/3633	---M-Z	200	added ('OK')	application/javascript	etag:%22e31-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/PushNotifications-C8jpihSs.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/PushNotifications-C8jpihSs.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:34	745/745	---M-Z	200	added ('OK')	application/javascript	etag:%222e9-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/_commonjsHelpers-BosuxZz1.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/_commonjsHelpers-BosuxZz1.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:35	773/773	---M-Z	200	added ('OK')	application/javascript	etag:%22305-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/instance-kcxMCm5B.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/instance-kcxMCm5B.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:35	247/247	---M-Z	200	added ('OK')	application/javascript	etag:%22f7-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/screenSize-jU7yn9PQ.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/screenSize-jU7yn9PQ.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:36	892/892	---M-Z	200	added ('OK')	application/javascript	etag:%2237c-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/proProfile-CB2lQJzm.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/proProfile-CB2lQJzm.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:36	967/967	---M-Z	200	added ('OK')	application/javascript	etag:%223c7-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/promoMessages-Be8NphCQ.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/promoMessages-Be8NphCQ.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:37	1855/1855	---M-Z	200	added ('OK')	application/javascript	etag:%2273f-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/TooltipElement-DseZi-iF.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/TooltipElement-DseZi-iF.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:38	12788/12788	---M-Z	200	added ('OK')	application/javascript	etag:%2231f4-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/accountRecharge-D6jDjT-S.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/accountRecharge-D6jDjT-S.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:39	1261/1261	---M-Z	200	added ('OK')	application/javascript	etag:%224ed-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/OLink.vue_vue_type_script_setup_true_lang-CdjJtmfg.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/OLink.vue_vue_type_script_setup_true_lang-CdjJtmfg.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:39	2411/2411	---M-Z	200	added ('OK')	application/javascript	etag:%2296b-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/OFooter.vue_vue_type_script_setup_true_lang-1fg_ne12.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/OFooter.vue_vue_type_script_setup_true_lang-1fg_ne12.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:40	4276/4276	---M-Z	200	added ('OK')	application/javascript	etag:%2210b4-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/SimpleNavbar.vue_vue_type_script_setup_true_lang-DbwLzqC8.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/SimpleNavbar.vue_vue_type_script_setup_true_lang-DbwLzqC8.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:40	20612/20612	---M-Z	200	added ('OK')	application/javascript	etag:%225084-64bb60185e8ad-gzip%22	https://www.oferteo.pl/app/dist/assets/customerRfpList-C3DwfGu6.js	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/customerRfpList-C3DwfGu6.js	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:42	179901/179901	---M-Z	200	added ('OK')	text/css	etag:%222bebd-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/notificationCounters-klvMRpHo.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/notificationCounters-klvMRpHo.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:42	724/724	---M-Z	200	added ('OK')	text/css	etag:%222d4-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/Avatar-CGVapZ66.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/Avatar-CGVapZ66.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:43	112/112	---M-Z	200	added ('OK')	text/css	etag:%2270-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/CodeInput-Ddv9K3IG.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/CodeInput-Ddv9K3IG.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:43	2183/2183	---M-Z	200	added ('OK')	text/css	etag:%22887-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/DatePicker-B6n_x4Jd.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/DatePicker-B6n_x4Jd.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:44	4515/4515	---M-Z	200	added ('OK')	text/css	etag:%2211a3-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/DateRangePicker-DchoGiM7.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/DateRangePicker-DchoGiM7.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:44	842/842	---M-Z	200	added ('OK')	text/css	etag:%2234a-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/DropdownSelect-CleUyXWQ.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/DropdownSelect-CleUyXWQ.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:45	10129/10129	---M-Z	200	added ('OK')	text/css	etag:%222791-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/FormGroup-BKD4Vc6V.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/FormGroup-BKD4Vc6V.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:45	841/841	---M-Z	200	added ('OK')	text/css	etag:%22349-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/FormInput-N-VdWQ2a.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/FormInput-N-VdWQ2a.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:46	10186/10186	---M-Z	200	added ('OK')	text/css	etag:%2227ca-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/OferteoLogo-pBYr6FWQ.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/OferteoLogo-pBYr6FWQ.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:47	1444/1444	---M-Z	200	added ('OK')	text/css	etag:%225a4-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/PageHeader-5Ba7n7vw.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/PageHeader-5Ba7n7vw.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:48	54/54	---M--	200	added ('OK')	text/css	etag:%2236-64bb60185d90c%22	https://www.oferteo.pl/app/dist/assets/Rating-BnSNawEb.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/Rating-BnSNawEb.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:48	1365/1365	---M-Z	200	added ('OK')	text/css	etag:%22555-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/TimePicker-vOGoqJHC.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/TimePicker-vOGoqJHC.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:49	8754/8754	---M-Z	200	added ('OK')	text/css	etag:%222232-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/Utils-D1ESluCw.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/Utils-D1ESluCw.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:49	2259/2259	---M-Z	200	added ('OK')	text/css	etag:%228d3-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/TooltipElement-CCDbl5DE.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/TooltipElement-CCDbl5DE.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
01:00:49	2444/2444	---M-Z	200	added ('OK')	text/css	etag:%2298c-64bb60185d90c-gzip%22	https://www.oferteo.pl/app/dist/assets/app-customer-C5xNyLje.css	F:/meje%20strony/https___www.oferteo.pl_konto_zapytanie_17233417_zlecenia-na-wykonanie-sklepu-internetowego/www.oferteo.pl/app/dist/assets/app-customer-C5xNyLje.css	(from https://www.oferteo.pl/konto/zapytanie/17233417_zlecenia-na-wykonanie-sklepu-internetowego)
